table,year,n_invoices,pct,cum_pct
invoice_train,1977,10,0.00022337693204292947,0.00022337693204292947
invoice_train,1978,56,0.0012509108194404051,0.0014742877514833347
invoice_train,1979,129,0.0028815624233537902,0.004355850174837125
invoice_train,1980,158,0.003529355526278286,0.007885205701115412
invoice_train,1981,205,0.004579227106880054,0.012464432807995467
invoice_train,1982,197,0.00440052556124571,0.01686495836924118
invoice_train,1983,157,0.003507017833073993,0.02037197620231517
invoice_train,1984,812,0.018138206881885874,0.038510183084201045
invoice_train,1985,471,0.010521053499221979,0.049031236583423024
invoice_train,1986,422,0.009426506532211623,0.05845774311563465
invoice_train,1987,328,0.007326763371008087,0.06578450648664273
invoice_train,1988,373,0.00833195956520127,0.07411646605184401
invoice_train,1989,438,0.009783909623480311,0.08390037567532432
invoice_train,1990,472,0.01054339119242627,0.09444376686775059
invoice_train,1991,533,0.01190599047788814,0.10634975734563873
invoice_train,1992,591,0.013201576683737132,0.11955133402937586
invoice_train,1993,547,0.012218718182748242,0.1317700522121241
invoice_train,1994,638,0.0142514482643389,0.146021500476463
invoice_train,1995,922,0.020595353134358098,0.1666168536108211
invoice_train,1996,1198,0.02676055645874295,0.19337741006956405
invoice_train,1997,1409,0.03147380972484876,0.2248512197944128
invoice_train,1998,1273,0.028435883449064923,0.25328710324347775
invoice_train,1999,1476,0.03297043516953639,0.28625753841301416
invoice_train,2000,1579,0.035271217569578565,0.32152875598259273
invoice_train,2001,1718,0.038376156924975285,0.359904912907568
invoice_train,2002,1949,0.04353616405516696,0.40344107696273496
invoice_train,2003,1892,0.042262915542522254,0.4457039925052572
invoice_train,2004,2159,0.04822707962806847,0.4939310721333257
invoice_train,2005,64663,1.4444222556691948,1.9383533278025205
invoice_train,2006,221769,4.953807884222843,6.892161212025363
invoice_train,2007,246189,5.499294352271677,12.39145556429704
invoice_train,2008,263215,5.8796159167679685,18.271071481065007
invoice_train,2009,284375,6.352281504970807,24.623352986035815
invoice_train,2010,316226,7.063759371220741,31.687112357256556
invoice_train,2011,310401,6.9336423083057355,38.62075466556229
invoice_train,2012,322114,7.195283708807619,45.81603837436991
invoice_train,2013,335943,7.504191668129786,53.320230042499695
invoice_train,2014,343373,7.670160728637682,60.99039077113738
invoice_train,2015,360759,8.058523862687519,69.0489146338249
invoice_train,2016,383654,8.569945348599806,77.6188599824247
invoice_train,2017,410932,9.17927294382651,86.7981329262512
invoice_train,2018,335650,7.497646724020928,94.29577965027212
invoice_train,2019,255363,5.70422034972786,99.99999999999999
invoice_test,1977,13,0.0006701991316281405,0.0006701991316281405
invoice_test,1978,22,0.0011341831458322378,0.0018043822774603782
invoice_test,1979,66,0.0034025494374967133,0.0052069317149570915
invoice_test,1980,82,0.0042274099071928865,0.009434341622149978
invoice_test,1981,92,0.004742947700752995,0.014177289322902973
invoice_test,1982,88,0.004536732583328951,0.018714021906231924
invoice_test,1983,55,0.0028354578645805946,0.021549479770812518
invoice_test,1984,346,0.01783760765717974,0.039387087427992254
invoice_test,1985,170,0.008764142490521837,0.04815122991851409
invoice_test,1986,174,0.008970357607945881,0.05712158752645997
invoice_test,1987,149,0.007681513124045611,0.06480310065050558
invoice_test,1988,169,0.008712588711165826,0.07351568936167141
invoice_test,1989,193,0.009949879415710086,0.0834655687773815
invoice_test,1990,176,0.009073465166657902,0.0925390339440394
invoice_test,1991,208,0.010723186106050248,0.10326222005008964
invoice_test,1992,248,0.01278533728029068,0.11604755733038033
invoice_test,1993,251,0.012939998618358713,0.12898755594873904
invoice_test,1994,245,0.012630675942222648,0.14161823189096168
invoice_test,1995,328,0.016909639628771546,0.15852787151973322
invoice_test,1996,472,0.024333383856037102,0.1828612553757703
invoice_test,1997,548,0.028251471087093923,0.21111272646286422
invoice_test,1998,555,0.028612347542586,0.23972507400545023
invoice_test,1999,584,0.030107407143910313,0.26983248114936054
invoice_test,2000,647,0.033355295243338995,0.30318777639269956
invoice_test,2001,783,0.04036660923575646,0.343554385628456
invoice_test,2002,909,0.046862385434613824,0.3904167710630698
invoice_test,2003,893,0.046037524964917656,0.43645429602798747
invoice_test,2004,891,0.04593441740620563,0.4823887134341931
invoice_test,2005,27818,1.4341230341255087,1.9165117475597018
invoice_test,2006,95861,4.941996842846552,6.858508590406254
invoice_test,2007,106761,5.50393303782707,12.362441628233324
invoice_test,2008,114019,5.8781103683929965,18.24055199662632
invoice_test,2009,122967,6.339413586070581,24.5799655826969
invoice_test,2010,137275,7.077045061096384,31.657010643793285
invoice_test,2011,135070,6.96336897761638,38.62037962140967
invoice_test,2012,140168,7.226190144773323,45.846569766182995
invoice_test,2013,145696,7.511179437053351,53.357749203236345
invoice_test,2014,149203,7.691978541254881,61.04972774449123
invoice_test,2015,155956,8.040121213246023,69.08984895773725
invoice_test,2016,166224,8.569475419673541,77.65932437741078
invoice_test,2017,177136,9.132030260006331,86.79135463741711
invoice_test,2018,145136,7.482309320613985,94.2736639580311
invoice_test,2019,111075,5.726336041968901,100.0
